time,pivot_x,pivot_y,ball1L_x,ball1L_y,ball2L_x,ball2L_y,ball3L_x,ball3L_y,ball1R_x,ball1R_y,ball2R_x,ball2R_y,ball3R_x,ball3R_y,barL_x,barL_y,barR_x,barR_y
9.1800,0.000000,0.000000,0.991548,0.839512,0.759094,-0.133096,1.536344,-0.762288,-0.355222,-2.710404,-0.636761,-3.669954,-1.536127,-3.232758,0.819172,1.824543,-0.819172,-1.824543
9.1900,0.000000,0.000000,0.946667,0.840111,0.728629,-0.135829,1.498196,-0.774396,-0.365923,-2.727989,-0.623896,-3.694141,-1.550879,-3.319037,0.806398,1.830224,-0.806398,-1.830224
9.2000,0.000000,0.000000,0.900547,0.841520,0.698846,-0.137927,1.459532,-0.787046,-0.378304,-2.745455,-0.612240,-3.717708,-1.562866,-3.407369,0.793646,1.835790,-0.793646,-1.835790
9.2100,0.000000,0.000000,0.853248,0.843874,0.669830,-0.139161,1.420242,-0.800131,-0.392456,-2.762729,-0.601872,-3.740556,-1.571908,-3.497595,0.780890,1.841252,-0.780890,-1.841252
9.2200,0.000000,0.000000,0.804880,0.847305,0.641668,-0.139286,1.380193,-0.813512,-0.408461,-2.779723,-0.592887,-3.762569,-1.577804,-3.589542,0.768091,1.846628,-0.768091,-1.846628
9.2300,0.000000,0.000000,0.755616,0.851941,0.614449,-0.138045,1.339230,-0.827023,-0.426382,-2.796337,-0.585399,-3.783613,-1.580327,-3.683014,0.755192,1.851941,-0.755192,-1.851941
9.2400,0.000000,0.000000,0.705712,0.857884,0.588247,-0.135193,1.297184,-0.840465,-0.446260,-2.812455,-0.579548,-3.803532,-1.579216,-3.777784,0.742112,1.857221,-0.742112,-1.857221
9.2500,0.000000,0.000000,0.655504,0.865194,0.563117,-0.130530,1.253878,-0.853612,-0.468096,-2.827943,-0.575500,-3.822158,-1.574176,-3.873584,0.728741,1.862508,-0.728741,-1.862508
9.2600,0.000000,0.000000,0.605394,0.873869,0.539081,-0.123930,1.209152,-0.866226,-0.491842,-2.842648,-0.573457,-3.839312,-1.564869,-3.970090,0.714935,1.867851,-0.714935,-1.867851
9.2700,0.000000,0.000000,0.555818,0.883829,0.516118,-0.115382,1.162878,-0.878076,-0.517387,-2.856392,-0.573660,-3.854807,-1.550909,-4.066905,0.700522,1.873304,-0.700522,-1.873304
9.2800,0.000000,0.000000,0.507194,0.894913,0.494165,-0.105002,1.114980,-0.888959,-0.544544,-2.868964,-0.576391,-3.868457,-1.531865,-4.163534,0.685312,1.878922,-0.685312,-1.878922
9.2900,0.000000,0.000000,0.459864,0.906889,0.473124,-0.093024,1.065449,-0.898723,-0.573030,-2.880123,-0.581972,-3.880084,-1.507257,-4.259356,0.669116,1.884750,-0.669116,-1.884750
9.3000,0.000000,0.000000,0.414067,0.919481,0.452876,-0.079766,1.014332,-0.907272,-0.602443,-2.889601,-0.590764,-3.889533,-1.476570,-4.353590,0.651771,1.890819,-0.651771,-1.890819
9.3100,0.000000,0.000000,0.369924,0.932400,0.433295,-0.065590,0.961727,-0.914566,-0.632247,-2.897128,-0.603150,-3.896705,-1.439270,-4.445252,0.633168,1.897129,-0.633168,-1.897129
9.3200,0.000000,0.000000,0.327458,0.945369,0.414261,-0.050857,0.907759,-0.920604,-0.661764,-2.902477,-0.619507,-3.901583,-1.394851,-4.533122,0.613275,1.903653,-0.613275,-1.903653
9.3300,0.000000,0.000000,0.286626,0.958145,0.395667,-0.035893,0.852565,-0.925411,-0.690196,-2.905513,-0.640161,-3.904260,-1.342895,-4.615713,0.592142,1.910332,-0.592142,-1.910332
9.3400,0.000000,0.000000,0.247354,0.970531,0.377417,-0.020975,0.796282,-0.929023,-0.716656,-2.906257,-0.665331,-3.904939,-1.283151,-4.691258,0.569906,1.917083,-0.569906,-1.917083
9.3500,0.000000,0.000000,0.209562,0.982380,0.359430,-0.006326,0.739039,-0.931473,-0.740221,-2.904919,-0.695056,-3.903898,-1.215633,-4.757713,0.546774,1.923808,-0.546774,-1.923808
9.3600,0.000000,0.000000,0.173182,0.993590,0.341632,0.007880,0.680957,-0.932789,-0.759989,-2.901919,-0.729117,-3.901442,-1.140724,-4.812804,0.523011,1.930404,-0.523011,-1.930404
9.3700,0.000000,0.000000,0.138172,1.004107,0.323955,0.021516,0.622148,-0.932989,-0.775141,-2.897864,-0.766949,-3.897831,-1.059293,-4.854144,0.498924,1.936769,-0.498924,-1.936769
9.3800,0.000000,0.000000,0.104515,1.013912,0.306334,0.034490,0.562715,-0.932086,-0.785042,-2.893485,-0.807554,-3.893232,-0.972794,-4.879485,0.474843,1.942814,-0.474843,-1.942814
9.3900,0.000000,0.000000,0.072216,1.023019,0.288707,0.046734,0.502760,-0.930088,-0.789371,-2.889512,-0.849482,-3.887703,-0.883271,-4.887132,0.451099,1.948463,-0.451099,-1.948463
9.4000,0.000000,0.000000,0.041295,1.031460,0.271013,0.058203,0.442379,-0.927005,-0.788239,-2.886524,-0.890961,-3.881234,-0.793174,-4.876441,0.427980,1.953672,-0.427980,-1.953672
9.4100,0.000000,0.000000,0.011769,1.039276,0.253193,0.068856,0.381670,-0.922856,-0.782218,-2.884826,-0.930199,-3.873816,-0.704959,-4.848119,0.405685,1.958423,-0.405685,-1.958423
9.4200,0.000000,0.000000,-0.016358,1.046502,0.235195,0.078658,0.320727,-0.917677,-0.772198,-2.884432,-0.965746,-3.865523,-0.620637,-4.804086,0.384295,1.962732,-0.384295,-1.962732
9.4300,0.000000,0.000000,-0.043106,1.053159,0.216974,0.087572,0.259642,-0.911517,-0.759158,-2.885156,-0.996698,-3.856534,-0.541524,-4.746937,0.363781,1.966638,-0.363781,-1.966638
9.4400,0.000000,0.000000,-0.068513,1.059256,0.198491,0.095560,0.198502,-0.904440,-0.743975,-2.886733,-1.022686,-3.847108,-0.468277,-4.679353,0.344050,1.970185,-0.344050,-1.970185
9.4500,0.000000,0.000000,-0.092629,1.064792,0.179716,0.102592,0.137388,-0.896512,-0.727326,-2.888907,-1.043715,-3.837536,-0.401087,-4.603715,0.324974,1.973421,-0.324974,-1.973421
9.4600,0.000000,0.000000,-0.115508,1.069760,0.160620,0.108639,0.076375,-0.887806,-0.709689,-2.891471,-1.060000,-3.828104,-0.339895,-4.521969,0.306427,1.976386,-0.306427,-1.976386
9.4700,0.000000,0.000000,-0.137204,1.074152,0.141182,0.113683,0.015530,-0.878392,-0.691378,-2.894274,-1.071839,-3.819071,-0.284539,-4.435641,0.288291,1.979113,-0.288291,-1.979113
9.4800,0.000000,0.000000,-0.157767,1.077958,0.121380,0.117710,-0.045084,-0.868338,-0.672587,-2.897213,-1.079542,-3.810662,-0.234852,-4.345917,0.270464,1.981628,-0.270464,-1.981628
9.4900,0.000000,0.000000,-0.177241,1.081170,0.101195,0.120715,-0.105410,-0.857710,-0.653424,-2.900219,-1.083393,-3.803063,-0.190700,-4.253728,0.252857,1.983951,-0.252857,-1.983951
9.5000,0.000000,0.000000,-0.195667,1.083777,0.080610,0.122699,-0.165395,-0.846570,-0.633937,-2.903249,-1.083637,-3.796429,-0.152002,-4.159825,0.235395,1.986099,-0.235395,-1.986099
9.5100,0.000000,0.000000,-0.213079,1.085772,0.059607,0.123669,-0.224990,-0.834978,-0.614135,-2.906279,-1.080478,-3.790882,-0.118737,-4.064845,0.218008,1.988083,-0.218008,-1.988083
9.5200,0.000000,0.000000,-0.229504,1.087148,0.038173,0.123639,-0.284152,-0.822990,-0.593999,-2.909294,-1.074083,-3.786516,-0.090939,-3.969347,0.200635,1.989911,-0.200635,-1.989911
9.5300,0.000000,0.000000,-0.244965,1.087898,0.016290,0.122629,-0.342837,-0.810660,-0.573488,-2.912290,-1.064586,-3.783395,-0.068686,-3.873858,0.183218,1.991590,-0.183218,-1.991590
9.5400,0.000000,0.000000,-0.259482,1.088017,-0.006055,0.120662,-0.401007,-0.798040,-0.552549,-2.915268,-1.052096,-3.781554,-0.052100,-3.778896,0.165701,1.993124,-0.165701,-1.993124
9.5500,0.000000,0.000000,-0.273067,1.087498,-0.028877,0.117771,-0.458625,-0.785178,-0.531115,-2.918227,-1.036705,-3.781001,-0.041324,-3.684991,0.148029,1.994514,-0.148029,-1.994514
9.5600,0.000000,0.000000,-0.285728,1.086339,-0.052189,0.113991,-0.515658,-0.772121,-0.509112,-2.921172,-1.018494,-3.781713,-0.036518,-3.592705,0.130147,1.995761,-0.130147,-1.995761
9.5700,0.000000,0.000000,-0.297469,1.084537,-0.076004,0.109369,-0.572073,-0.758914,-0.486462,-2.924103,-0.997544,-3.783635,-0.037834,-3.502644,0.111999,1.996862,-0.111999,-1.996862
9.5800,0.000000,0.000000,-0.308290,1.082092,-0.100335,0.103954,-0.627839,-0.745599,-0.463083,-2.927021,-0.973947,-3.786682,-0.045402,-3.415461,0.093528,1.997812,-0.093528,-1.997812
9.5900,0.000000,0.000000,-0.318184,1.079007,-0.125195,0.097806,-0.682927,-0.732214,-0.438891,-2.929920,-0.947810,-3.790735,-0.059307,-3.331863,0.074675,1.998605,-0.074675,-1.998605
9.6000,0.000000,0.000000,-0.327142,1.075288,-0.150594,0.090996,-0.737308,-0.718799,-0.413809,-2.932791,-0.919269,-3.795641,-0.079562,-3.252601,0.055383,1.999233,-0.055383,-1.999233
9.6100,0.000000,0.000000,-0.335147,1.070946,-0.176546,0.083604,-0.790953,-0.705385,-0.387760,-2.935620,-0.888497,-3.801219,-0.106088,-3.178455,0.035592,1.999683,-0.035592,-1.999683
9.6200,0.000000,0.000000,-0.342180,1.066001,-0.203059,0.075725,-0.843833,-0.692004,-0.360679,-2.938386,-0.855706,-3.807263,-0.138688,-3.110209,0.015247,1.999942,-0.015247,-1.999942
9.6300,0.000000,0.000000,-0.348216,1.060478,-0.230145,0.067473,-0.895916,-0.678683,-0.332513,-2.941060,-0.821155,-3.813544,-0.177032,-3.048622,-0.005704,1.999992,0.005704,-1.999992
9.6400,0.000000,0.000000,-0.353229,1.054417,-0.257810,0.058980,-0.947168,-0.665441,-0.303222,-2.943610,-0.785145,-3.819824,-0.220654,-2.994384,-0.027306,1.999814,0.027306,-1.999814
9.6500,0.000000,0.000000,-0.357191,1.047868,-0.286062,0.050401,-0.997551,-0.652296,-0.272787,-2.945995,-0.748009,-3.825861,-0.268951,-2.948077,-0.049595,1.999385,0.049595,-1.999385
9.6600,0.000000,0.000000,-0.360085,1.040898,-0.314901,0.041919,-1.047020,-0.639257,-0.241203,-2.948171,-0.710104,-3.831422,-0.321211,-2.910139,-0.072597,1.998682,0.072597,-1.998682
9.6700,0.000000,0.000000,-0.361905,1.033591,-0.344324,0.033745,-1.095526,-0.626327,-0.208486,-2.950092,-0.671793,-3.836290,-0.376638,-2.880841,-0.096324,1.997679,0.096324,-1.997679
9.6800,0.000000,0.000000,-0.362676,1.026049,-0.374316,0.026116,-1.143009,-0.613502,-0.174670,-2.951709,-0.633425,-3.840272,-0.434400,-2.860278,-0.120776,1.996350,0.120776,-1.996350
9.6900,0.000000,0.000000,-0.362460,1.018390,-0.404851,0.019289,-1.189403,-0.600774,-0.139804,-2.952974,-0.595323,-3.843200,-0.493665,-2.848381,-0.145940,1.994668,0.145940,-1.994668
9.7000,0.000000,0.000000,-0.361380,1.010746,-0.435884,0.013525,-1.234639,-0.588130,-0.103950,-2.953842,-0.557772,-3.844934,-0.553639,-2.844942,-0.171787,1.992609,0.171787,-1.992609
9.7100,0.000000,0.000000,-0.359625,1.003251,-0.467351,0.009071,-1.278650,-0.575562,-0.067182,-2.954271,-0.521015,-3.845358,-0.613588,-2.849652,-0.198271,1.990148,0.198271,-1.990148
9.7200,0.000000,0.000000,-0.357454,0.996033,-0.499169,0.006125,-1.321375,-0.563064,-0.029588,-2.954229,-0.485255,-3.844379,-0.672851,-2.862133,-0.225329,1.987266,0.225329,-1.987266
9.7300,0.000000,0.000000,-0.355182,0.989195,-0.531235,0.004815,-1.362779,-0.550645,0.008739,-2.953689,-0.450655,-3.841921,-0.730840,-2.881975,-0.252879,1.983949,0.252879,-1.983949
9.7400,0.000000,0.000000,-0.353151,0.982806,-0.563443,0.005167,-1.402854,-0.538330,0.047695,-2.952633,-0.417351,-3.837920,-0.787031,-2.908761,-0.280822,1.980187,0.280822,-1.980187
9.7500,0.000000,0.000000,-0.351690,0.976889,-0.595684,0.007112,-1.441626,-0.526163,0.087163,-2.951053,-0.385455,-3.832320,-0.840952,-2.942083,-0.309044,1.975979,0.309044,-1.975979
9.7600,0.000000,0.000000,-0.351082,0.971424,-0.627866,0.010492,-1.479157,-0.514202,0.127020,-2.948945,-0.355065,-3.825069,-0.892167,-2.981551,-0.337426,1.971330,0.337426,-1.971330
9.7700,0.000000,0.000000,-0.351542,0.966356,-0.659912,0.015090,-1.515532,-0.502515,0.167124,-2.946309,-0.326269,-3.816116,-0.940257,-3.026801,-0.365849,1.966254,0.365849,-1.966254
9.7800,0.000000,0.000000,-0.353210,0.961607,-0.691769,0.020662,-1.550851,-0.491176,0.207320,-2.943150,-0.299149,-3.805408,-0.984808,-3.077485,-0.394199,1.960767,0.394199,-1.960767
9.7900,0.000000,0.000000,-0.356159,0.957087,-0.723401,0.026961,-1.585219,-0.480256,0.247432,-2.939472,-0.273791,-3.792892,-1.025392,-3.133273,-0.422371,1.954892,0.422371,-1.954892
9.8000,0.000000,0.000000,-0.360408,0.952701,-0.754789,0.033754,-1.618740,-0.469821,0.287261,-2.935280,-0.250285,-3.778515,-1.061553,-3.193841,-0.450269,1.948655,0.450269,-1.948655
9.8100,0.000000,0.000000,-0.365941,0.948363,-0.785925,0.040832,-1.651510,-0.459931,0.326577,-2.930585,-0.228730,-3.762231,-1.092797,-3.258854,-0.477808,1.942086,0.477808,-1.942086
9.8200,0.000000,0.000000,-0.372716,0.943993,-0.816812,0.048014,-1.683613,-0.450640,0.365119,-2.925398,-0.209234,-3.744006,-1.118575,-3.327955,-0.504910,1.935217,0.504910,-1.935217
9.8300,0.000000,0.000000,-0.380679,0.939522,-0.847453,0.055146,-1.715126,-0.441990,0.402589,-2.919738,-0.191916,-3.723830,-1.138284,-3.400738,-0.531505,1.928083,0.531505,-1.928083
9.8400,0.000000,0.000000,-0.389769,0.934891,-0.877859,0.062098,-1.746113,-0.434022,0.438645,-2.913627,-0.176903,-3.701727,-1.151261,-3.476723,-0.557528,1.920719,0.557528,-1.920719
9.8500,0.000000,0.000000,-0.399925,0.930052,-0.908040,0.068763,-1.776631,-0.426767,0.472905,-2.907096,-0.164319,-3.677775,-1.156794,-3.555331,-0.582919,1.913166,0.582919,-1.913166
9.8600,0.000000,0.000000,-0.411090,0.924967,-0.938005,0.075050,-1.806726,-0.420252,0.504946,-2.900180,-0.154279,-3.652126,-1.154147,-3.635849,-0.607621,1.905465,0.607621,-1.905465
9.8700,0.000000,0.000000,-0.423208,0.919609,-0.967766,0.080886,-1.836439,-0.414501,0.534316,-2.892917,-0.146871,-3.625026,-1.142594,-3.717412,-0.631581,1.897658,0.631581,-1.897658
9.8800,0.000000,0.000000,-0.436232,0.913956,-0.997333,0.086208,-1.865804,-0.409532,0.560556,-2.885342,-0.142135,-3.596838,-1.121489,-3.798987,-0.654751,1.889789,0.654751,-1.889789
9.8900,0.000000,0.000000,-0.450120,0.907998,-1.026714,0.090967,-1.894849,-0.405360,0.583231,-2.877485,-0.140040,-3.568049,-1.090341,-3.879383,-0.677092,1.881900,0.677092,-1.881900
9.9000,0.000000,0.000000,-0.464836,0.901733,-1.055916,0.095120,-1.923598,-0.402000,0.601975,-2.869357,-0.140468,-3.539267,-1.048899,-3.957302,-0.698569,1.874033,0.698569,-1.874033
9.9100,0.000000,0.000000,-0.480348,0.895163,-1.084947,0.098633,-1.952070,-0.399462,0.616529,-2.860948,-0.143198,-3.511190,-0.997231,-4.031408,-0.719160,1.866228,0.719160,-1.866228
9.9200,0.000000,0.000000,-0.496633,0.888299,-1.113813,0.101477,-1.980282,-0.397754,0.626781,-2.852220,-0.147912,-3.484558,-0.935756,-4.100433,-0.738852,1.858520,0.738852,-1.858520
9.9300,0.000000,0.000000,-0.513671,0.881157,-1.142517,0.103628,-2.008247,-0.396884,0.632772,-2.843113,-0.154211,-3.460089,-0.865223,-4.163268,-0.757642,1.850940,0.757642,-1.850940
9.9400,0.000000,0.000000,-0.531447,0.873762,-1.171064,0.105069,-2.035975,-0.396857,0.634681,-2.833546,-0.161640,-3.438421,-0.786649,-4.219038,-0.775532,1.843516,0.775532,-1.843516
9.9500,0.000000,0.000000,-0.549952,0.866141,-1.199456,0.105783,-2.063475,-0.397677,0.632793,-2.823433,-0.169716,-3.420072,-0.701222,-4.267127,-0.792528,1.836273,0.792528,-1.836273
9.9600,0.000000,0.000000,-0.569181,0.858330,-1.227693,0.105760,-2.090751,-0.399346,0.627449,-2.812686,-0.177950,-3.405418,-0.610203,-4.307171,-0.808635,1.829237,0.808635,-1.829237
9.9700,0.000000,0.000000,-0.589135,0.850371,-1.255776,0.104992,-2.117806,-0.401866,0.619006,-2.801228,-0.185853,-3.394694,-0.514854,-4.339023,-0.823853,1.822434,0.823853,-1.822434
9.9800,0.000000,0.000000,-0.609820,0.842314,-1.283702,0.103475,-2.144640,-0.405235,0.607803,-2.788995,-0.192945,-3.387996,-0.416382,-4.362714,-0.838174,1.815892,0.838174,-1.815892
9.9900,0.000000,0.000000,-0.631250,0.834219,-1.311467,0.101208,-2.171250,-0.409451,0.594142,-2.775939,-0.198751,-3.385300,-0.315912,-4.378413,-0.851579,1.809644,0.851579,-1.809644
10.0000,0.000000,0.000000,-0.653445,0.826155,-1.339065,0.098196,-2.197629,-0.414510,0.578276,-2.762030,-0.202799,-3.386467,-0.214475,-4.386399,-0.864037,1.803729,0.864037,-1.803729
10.0100,0.000000,0.000000,-0.676434,0.818208,-1.366485,0.094446,-2.223766,-0.420402,0.560414,-2.747257,-0.204621,-3.391246,-0.112997,-4.387039,-0.875500,1.798194,0.875500,-1.798194
10.0200,0.000000,0.000000,-0.700258,0.810475,-1.393713,0.089975,-2.249642,-0.427118,0.540728,-2.731633,-0.203751,-3.399278,-0.012300,-4.380780,-0.885899,1.793093,0.885899,-1.793093
10.0300,0.000000,0.000000,-0.724972,0.803080,-1.420732,0.084805,-2.275235,-0.434641,0.519371,-2.715202,-0.199739,-3.410098,0.086906,-4.368135,-0.895150,1.788493,0.895150,-1.788493
10.0400,0.000000,0.000000,-0.750645,0.796165,-1.447514,0.078967,-2.300510,-0.442951,0.496503,-2.698056,-0.192165,-3.423132,0.184024,-4.349675,-0.903145,1.784469,0.903145,-1.784469
10.0500,0.000000,0.000000,-0.777365,0.789905,-1.474026,0.072505,-2.325423,-0.452017,0.472322,-2.680344,-0.180664,-3.437715,0.278583,-4.326023,-0.909769,1.781101,0.909769,-1.781101
10.0600,0.000000,0.000000,-0.805236,0.784500,-1.500224,0.065478,-2.349915,-0.461802,0.447094,-2.662296,-0.164962,-3.453111,0.370237,-4.297837,-0.914906,1.778468,0.914906,-1.778468
10.0700,0.000000,0.000000,-0.834381,0.780175,-1.526053,0.057963,-2.373911,-0.472259,0.421177,-2.644222,-0.144912,-3.468566,0.458771,-4.265790,-0.918461,1.776634,0.918461,-1.776634
10.0800,0.000000,0.000000,-0.864930,0.777174,-1.551444,0.050057,-2.397318,-0.483325,0.395020,-2.626507,-0.120526,-3.483369,0.544092,-4.230551,-0.920392,1.775635,0.920392,-1.775635
10.0900,0.000000,0.000000,-0.897019,0.775743,-1.576318,0.041882,-2.420023,-0.494926,0.369137,-2.609578,-0.091981,-3.496917,0.626215,-4.192758,-0.920726,1.775462,0.920726,-1.775462
10.1000,0.000000,0.000000,-0.930777,0.776122,-1.600583,0.033586,-2.441890,-0.506972,0.344061,-2.593853,-0.059594,-3.508765,0.705239,-4.152994,-0.919572,1.776059,0.919572,-1.776059
10.1100,0.000000,0.000000,-0.966322,0.778536,-1.624136,0.025355,-2.462760,-0.519355,0.320295,-2.579694,-0.023781,-3.518636,0.781318,-4.111777,-0.917124,1.777325,0.917124,-1.777325
10.1200,0.000000,0.000000,-1.003748,0.783187,-1.646859,0.017415,-2.482446,-0.531945,0.298281,-2.567367,0.015002,-3.526405,0.854639,-4.069553,-0.913638,1.779119,0.913638,-1.779119
10.1300,0.000000,0.000000,-1.043117,0.790255,-1.668628,0.010041,-2.500727,-0.544587,0.278392,-2.557036,0.056299,-3.532062,0.925403,-4.026692,-0.909422,1.781278,0.909422,-1.781278
10.1400,0.000000,0.000000,-1.084430,0.799884,-1.689312,0.003569,-2.517351,-0.557101,0.260946,-2.548755,0.099688,-3.535667,0.993804,-3.983504,-0.904817,1.783621,0.904817,-1.783621
10.1500,0.000000,0.000000,-1.127599,0.812164,-1.708782,-0.001610,-2.532039,-0.569278,0.246218,-2.542483,0.144791,-3.537326,1.060029,-3.940240,-0.900188,1.785962,0.900188,-1.785962
10.1600,0.000000,0.000000,-1.172402,0.827098,-1.726936,-0.005063,-2.544504,-0.580895,0.234455,-2.538101,0.191276,-3.537168,1.124252,-3.897105,-0.895907,1.788114,0.895907,-1.788114
10.1700,0.000000,0.000000,-1.218443,0.844566,-1.743721,-0.006365,-2.554487,-0.591735,0.225863,-2.535428,0.238856,-3.535344,1.186636,-3.854270,-0.892336,1.789899,0.892336,-1.789899
10.1800,0.000000,0.000000,-1.265153,0.864290,-1.759158,-0.005169,-2.561806,-0.601622,0.220593,-2.534254,0.287285,-3.532028,1.247330,-3.811873,-0.889788,1.791167,0.889788,-1.791167
10.1900,0.000000,0.000000,-1.311840,0.885842,-1.773362,-0.001287,-2.566403,-0.610455,0.218705,-2.534362,0.336357,-3.527417,1.306480,-3.770032,-0.888492,1.791810,0.888492,-1.791810
10.2000,0.000000,0.000000,-1.357796,0.908698,-1.786521,0.005263,-2.568355,-0.618224,0.220151,-2.535563,0.385902,-3.521731,1.364220,-3.728841,-0.888565,1.791773,0.888565,-1.791773
10.2100,0.000000,0.000000,-1.402413,0.932314,-1.798872,0.014261,-2.567858,-0.625004,0.224791,-2.537708,0.435787,-3.515195,1.420676,-3.688382,-0.890007,1.791057,0.890007,-1.791057
10.2200,0.000000,0.000000,-1.445253,0.956201,-1.810650,0.025349,-2.565169,-0.630928,0.232419,-2.540690,0.485913,-3.508027,1.475966,-3.648720,-0.892733,1.789701,0.892733,-1.789701
10.2300,0.000000,0.000000,-1.486058,0.979965,-1.822064,0.038105,-2.560564,-0.636148,0.242801,-2.544432,0.536203,-3.500422,1.530191,-3.609906,-0.896602,1.787765,0.896602,-1.787765
10.2400,0.000000,0.000000,-1.524721,1.003312,-1.833285,0.052108,-2.554299,-0.640813,0.255714,-2.548878,0.586602,-3.492548,1.583442,-3.571985,-0.901456,1.785322,0.901456,-1.785322
10.2500,0.000000,0.000000,-1.561238,1.026031,-1.844439,0.066971,-2.546594,-0.645054,0.270954,-2.553977,0.637068,-3.484547,1.635795,-3.534992,-0.907140,1.782441,0.907140,-1.782441
10.2600,0.000000,0.000000,-1.595666,1.047981,-1.855620,0.082360,-2.537634,-0.648980,0.288348,-2.559682,0.687570,-3.476536,1.687319,-3.498955,-0.913509,1.779186,0.913509,-1.779186
10.2700,0.000000,0.000000,-1.628099,1.069063,-1.866893,0.097993,-2.527570,-0.652678,0.307752,-2.565941,0.738082,-3.468612,1.738071,-3.463899,-0.920435,1.775612,0.920435,-1.775612
10.2800,0.000000,0.000000,-1.658641,1.089212,-1.878302,0.113636,-2.516525,-0.656215,0.329046,-2.572697,0.788584,-3.460855,1.788103,-3.429844,-0.927809,1.771770,0.927809,-1.771770
10.2900,0.000000,0.000000,-1.687400,1.108385,-1.889875,0.129097,-2.504601,-0.659644,0.352135,-2.579887,0.839058,-3.453332,1.837459,-3.396806,-0.935536,1.767703,0.935536,-1.767703
10.3000,0.000000,0.000000,-1.714481,1.126549,-1.901628,0.144217,-2.491880,-0.663002,0.376938,-2.587443,0.889490,-3.446100,1.886180,-3.364802,-0.943533,1.763447,0.943533,-1.763447
10.3100,0.000000,0.000000,-1.739981,1.143683,-1.913572,0.158866,-2.478436,-0.666318,0.403389,-2.595292,0.939868,-3.439206,1.934302,-3.333842,-0.951729,1.759037,0.951729,-1.759037
10.3200,0.000000,0.000000,-1.763987,1.159771,-1.925707,0.172935,-2.464329,-0.669613,0.431433,-2.603355,0.990181,-3.432693,1.981857,-3.303938,-0.960063,1.754503,0.960063,-1.754503
10.3300,0.000000,0.000000,-1.786581,1.174799,-1.938034,0.186335,-2.449613,-0.672902,0.461021,-2.611548,1.040418,-3.426593,2.028876,-3.275099,-0.968479,1.749871,0.968479,-1.749871
10.3400,0.000000,0.000000,-1.807835,1.188755,-1.950545,0.198991,-2.434338,-0.676192,0.492112,-2.619784,1.090570,-3.420938,2.075386,-3.247334,-0.976928,1.745168,0.976928,-1.745168
10.3500,0.000000,0.000000,-1.827812,1.201630,-1.963234,0.210842,-2.418547,-0.679490,0.524670,-2.627972,1.140628,-3.415751,2.121411,-3.220649,-0.985369,1.740416,0.985369,-1.740416
10.3600,0.000000,0.000000,-1.846570,1.213411,-1.976090,0.221834,-2.402283,-0.682798,0.558661,-2.636019,1.190582,-3.411052,2.166975,-3.195050,-0.993762,1.735637,0.993762,-1.735637
10.3700,0.000000,0.000000,-1.864159,1.224090,-1.989101,0.231926,-2.385583,-0.686116,0.594054,-2.643826,1.240420,-3.406854,2.212097,-3.170544,-1.002073,1.730852,1.002073,-1.730852
10.3800,0.000000,0.000000,-1.880625,1.233657,-2.002255,0.241081,-2.368486,-0.689443,0.630823,-2.651295,1.290130,-3.403168,2.256798,-3.147134,-1.010270,1.726081,1.010270,-1.726081
10.3900,0.000000,0.000000,-1.896007,1.242100,-2.015538,0.249270,-2.351027,-0.692775,0.668941,-2.658322,1.339698,-3.399999,2.301093,-3.124825,-1.018324,1.721342,1.018324,-1.721342
10.4000,0.000000,0.000000,-1.910338,1.249409,-2.028933,0.256467,-2.333240,-0.696108,0.708386,-2.664802,1.389107,-3.397344,2.344998,-3.103622,-1.026209,1.716652,1.026209,-1.716652
10.4100,0.000000,0.000000,-1.923648,1.255574,-2.042426,0.262653,-2.315160,-0.699437,0.749136,-2.670627,1.438335,-3.395198,2.388526,-3.083528,-1.033902,1.712030,1.033902,-1.712030
10.4200,0.000000,0.000000,-1.935962,1.260582,-2.055999,0.267813,-2.296822,-0.702756,0.791173,-2.675683,1.487357,-3.393546,2.431688,-3.064548,-1.041382,1.707491,1.041382,-1.707491
10.4300,0.000000,0.000000,-1.947297,1.264424,-2.069635,0.271936,-2.278257,-0.706061,0.834483,-2.679853,1.536142,-3.392366,2.474494,-3.046684,-1.048627,1.703051,1.048627,-1.703051
10.4400,0.000000,0.000000,-1.957668,1.267089,-2.083314,0.275014,-2.259499,-0.709344,0.879054,-2.683013,1.584651,-3.391626,2.516952,-3.029941,-1.055620,1.698725,1.055620,-1.698725
10.4500,0.000000,0.000000,-1.967085,1.268565,-2.097018,0.277042,-2.240582,-0.712599,0.924878,-2.685034,1.632838,-3.391286,2.559067,-3.014323,-1.062345,1.694528,1.062345,-1.694528
10.4600,0.000000,0.000000,-1.975551,1.268842,-2.110726,0.278020,-2.221539,-0.715821,0.971950,-2.685774,1.680645,-3.391289,2.600843,-2.999835,-1.068784,1.690474,1.068784,-1.690474
10.4700,0.000000,0.000000,-1.983063,1.267910,-2.124416,0.277950,-2.202402,-0.719004,1.020271,-2.685082,1.728002,-3.391563,2.642283,-2.986482,-1.074923,1.686576,1.074923,-1.686576
10.4800,0.000000,0.000000,-1.989614,1.265758,-2.138066,0.276839,-2.183206,-0.722142,1.069842,-2.682789,1.774822,-3.392017,2.683385,-2.974269,-1.080750,1.682849,1.080750,-1.682849
